geometry,polygonMesh,initialRefinementLevel,epsStop,useProlongation,exactSolutionKnown,uExact,useExactEnergy,exactEnergy,parTau,saveScreenshots,degree4Integrate,showPlots,figVisible,plotModeGrayscale,showProgress,plotGivenFunctions,refinementLevel4Plots,debugIfError,expName,dirInfoName,u0Mode,f,gradF,benchmark
BigSquare,0,0,1e-05,1,1,,1,-2.05805109,0.5,0,10,0,off,0,1,1,9,1,f01Benchmark,uniform,zeros,,,f01BenchmarkUniform
