1	43947
43947	11051
11051	49410
49410	2795
2795	45995
45995	12418
12418	49474
49474	715
715	44459
44459	11563
11563	49442
49442	3138
3138	46507
46507	12450
12450	49506
49506	187
187	44075
44075	11179
11179	49426
49426	2923
2923	46123
46123	12434
12434	49490
49490	802
802	44587
44587	11691
11691	49458
49458	3154
3154	46635
46635	12466
12466	49522
49522	51
51	43979
43979	11083
11083	49418
49418	2827
2827	46027
46027	12426
12426	49482
49482	747
747	44491
44491	11595
11595	49450
49450	3146
3146	46539
46539	12458
12458	49514
49514	210
210	44107
44107	11211
11211	49434
49434	2955
2955	46155
46155	12442
12442	49498
49498	810
810	44619
44619	11723
11723	49466
49466	3162
3162	46667
46667	12474
12474	49530
49530	15
15	43955
43955	11059
11059	49414
49414	2803
2803	46003
46003	12422
12422	49478
49478	723
723	44467
44467	11571
11571	49446
49446	3142
3142	46515
46515	12454
12454	49510
49510	195
195	44083
44083	11187
11187	49430
49430	2931
2931	46131
46131	12438
12438	49494
49494	806
806	44595
44595	11699
11699	49462
49462	3158
3158	46643
46643	12470
12470	49526
49526	58
58	43987
43987	11091
11091	49422
49422	2835
2835	46035
46035	12430
12430	49486
49486	755
755	44499
44499	11603
11603	49454
49454	3150
3150	46547
46547	12462
12462	49518
49518	214
214	44115
44115	11219
11219	49438
49438	2963
2963	46163
46163	12446
12446	49502
49502	814
814	44627
44627	11731
11731	49470
49470	3166
3166	46675
46675	12478
12478	49534
49534	5
5	43949
43949	11053
11053	49411
49411	2797
2797	45997
45997	12419
12419	49475
49475	717
717	44461
44461	11565
11565	49443
49443	3139
3139	46509
46509	12451
12451	49507
49507	189
189	44077
44077	11181
11181	49427
49427	2925
2925	46125
46125	12435
12435	49491
49491	803
803	44589
44589	11693
11693	49459
49459	3155
3155	46637
46637	12467
12467	49523
49523	53
53	43981
43981	11085
11085	49419
49419	2829
2829	46029
46029	12427
12427	49483
49483	749
749	44493
44493	11597
11597	49451
49451	3147
3147	46541
46541	12459
12459	49515
49515	211
211	44109
44109	11213
11213	49435
49435	2957
2957	46157
46157	12443
12443	49499
49499	811
811	44621
44621	11725
11725	49467
49467	3163
3163	46669
46669	12475
12475	49531
49531	16
16	43957
43957	11061
11061	49415
49415	2805
2805	46005
46005	12423
12423	49479
49479	725
725	44469
44469	11573
11573	49447
49447	3143
3143	46517
46517	12455
