360	1084	1826
1678	199	1925
813	1478	1882
1441	458	2022
217	1609	1943
2272	79	2821
2603	1091	2950
619	2133	2769
1091	2463	2855
1110	2603	2950
2312	813	2666
276	2286	2792
292	2287	3002
655	2307	2833
160	2312	2666
601	2518	2932
160	2666	2968
413	3368	3154
3368	697	3835
3799	2225	4206
633	1280	3304
1609	217	3676
404	1054	3384
3457	473	4026
3676	217	4167
1066	3384	3457
1280	1031	3304
3227	1272	4278
3249	898	4251
3252	906	4253
3304	1031	4281
3385	1055	3424
3471	1066	3472
3486	1811	4319
1031	3455	4098
543	4381	5119
739	4644	5965
1936	4825	6024
208	4925	6072
351	5024	5081
534	5034	5091
738	5039	5100
199	5110	4626
1725	5174	6238
1009	5526	6251
4407	890	5694
4909	75	4749
4943	123	6052
4923	208	6072
5014	898	6087
5034	738	4731
5039	539	4723
5110	753	5131
5149	847	5073
5331	2901	6184
5438	990	6221
4523	1099	6224
5019	605	5243
5526	2252	6261
5582	721	6267
5614	4068	6265
1054	1089	4520
2059	718	4645
1586	225	4480
292	3002	5300
2683	135	5463
744	1925	4655
1925	199	4843
1426	1441	5061
2683	979	5334
67	2136	4497
906	3252	5803
1826	1084	4541
1882	1478	5051
1523	1426	5061
1984	1708	5070
1687	543	5119
4361	541	4994
4404	855	5434
4652	1548	5904
4655	1573	5907
4753	322	5981
4826	1483	5893
4971	1025	4761
5053	183	6099
5061	183	5053
5070	174	6107
5111	744	5132
5142	534	4722
5313	2320	6146
5353	299	5257
5434	855	6219
5474	1725	6238
5475	1695	6239
5700	1009	6283
739	4361	4994
824	4394	4912
1181	4404	5434
442	4780	5946
1627	4873	5920
1570	4924	5060
1826	4541	6009
1739	4971	4761
1882	5051	6022
1523	5061	5053
1708	5068	5070
1709	5069	5071
1984	5070	6107
1491	5111	5132
1687	5119	5142
2014	5123	6119
2798	5206	6145
2099	5313	6146
2580	5474	6238
721	5611	6267
1116	1337	4575
718	1880	4645
802	1595	5033
1595	1934	5090
4386	753	5110
4388	802	5033
4458	977	6320
4566	855	4404
4575	1337	6329
4640	1894	6369
4645	1880	6382
4771	1355	6343
4966	1695	5475
4408	1803	6087
5033	1595	5090
5090	1934	5976
5112	1548	4652
5069	1687	5171
5337	2580	6464
199	4386	5110
423	4675	6058
1739	4761	6401
1027	4966	5475
898	4408	6087
911	4972	6093
739	4994	4644
322	5033	5090
457	5078	5951
322	5090	5976
1491	5132	6129
1355	5138	6132
537	5350	6210
990	5370	6221
1009	5016	5526
1014	6507	7247
1550	6606	8238
1592	6607	9277
1833	6625	7842
673	6695	7849
1530	6722	8629
449	6598	9282
1021	6817	9293
1123	6900	9303
2109	6868	9313
2657	7037	9381
2827	7056	8803
2923	7175	9360
895	7244	8878
1014	7247	8880
1356	6738	8904
1305	7350	6902
1014	7351	8952
2318	7529	8958
509	7566	9392
286	7575	9389
239	7825	9051
216	7826	9052
1513	7846	9064
2240	7885	9087
3065	8090	9133
1639	8251	9210
1152	8406	8152
4483	8136	9268
6507	113	7344
6637	1901	8606
6651	1505	8589
6851	2223	8666
6856	2205	8669
6921	2505	8707
6967	2748	8741
7042	2236	8786
7057	2782	8761
7064	2792	8793
7074	2806	8796
7150	2396	7579
7182	2932	8828
7037	2657	8649
7089	2994	8673
7106	2832	8381
7208	2637	8737
7224	488	8852
7246	1229	7006
7275	1637	8850
7278	821	8804
7288	607	8311
7345	423	8282
7349	895	8878
7351	1014	8880
7330	1092	8881
7369	1762	8896
7376	1607	8902
7471	2393	8931
7566	2158	8954
7820	1189	7703
7914	216	9052
8070	1293	8092
7920	361	8099
8081	1420	8107
6722	1530	9192
7433	2435	9216
9243	9182	4468
9182	9243	7332
2022	458	6558
1980	1680	6791
2821	79	6832
3002	791	6845
791	2821	7052
961	4265	7786
3252	488	7224
3384	1054	6532
3481	1833	7842
3412	983	8078
4074	3145	8093
3227	3284	8100
5600	4402	8196
5153	1939	8255
5147	2395	7578
4497	2136	7452
5348	2166	7454
5545	286	8440
5024	351	8448
4395	271	7321
4833	1682	6813
4949	1021	6733
5535	530	7524
4972	911	7543
1356	1846	6738
2141	2821	6832
2396	3018	7579
1189	4022	7703
2303	3471	7420
2222	5546	8313
1054	4520	6527
418	4668	8473
4485	5372	8514
1323	951	6539
1987	1736	6733
3038	1305	6902
2947	891	6944
821	2832	7106
1110	2950	7190
2830	2315	7421
3000	2184	7520
2792	2286	7528
2932	2518	7544
2359	2305	7550
5331	6184	8203
6602	92	8597
6733	1021	8616
6830	2130	8653
6833	2142	8654
6834	2147	8655
6962	2173	8737
6973	385	8751
7017	49	8779
7159	2753	8707
7245	1227	7429
7339	158	8876
7373	1513	8900
7421	577	8918
7429	1227	8814
7436	396	8818
7444	427	8923
7391	789	7520
7505	1014	7550
7520	789	8944
7530	577	7421
7543	911	8826
7550	1014	8952
7569	2169	8956
7683	3833	8989
7723	182	9007
7964	2561	9089
7979	2734	9097
7984	2420	9100
8136	4483	9143
8002	1525	9164
8273	2903	8189
6796	1639	9210
8571	2927	9270
951	6524	6539
1323	6539	7392
1987	6733	8616
1912	6747	8629
2787	6876	8681
3038	6902	8697
2947	6944	8724
2637	6962	8737
821	7106	8804
1110	7190	8833
2505	7159	8707
2484	7250	7444
2755	7315	8848
2830	7421	8918
2889	7430	8922
2184	7391	7520
2286	7388	7528
2305	7505	7550
3000	7520	8944
2806	7522	8796
2792	7528	8793
2315	7530	7421
3028	7541	8951
2932	7544	8828
2359	7550	8952
3708	7639	8978
3484	7927	9063
3134	7964	9089
6460	8162	9147
4996	8201	9144
5331	8203	9146
458	1850	6558
1642	1935	6815
79	2805	6832
2769	509	7078
2821	2141	7052
2950	2369	7190
1270	2464	7248
2136	2748	7452
2166	2788	7454
2315	2830	7466
6524	1099	6536
6558	1850	7852
6716	1718	6761
6815	1935	8601
6877	2142	6833
6832	2805	9332
6843	2923	9360
7078	509	9392
7174	1123	9303
7052	2141	9318
7096	2247	9331
7190	2369	9365
7248	2464	8881
7321	2205	6856
6731	2595	7593
6791	2169	7569
7394	2382	7469
6674	2514	7482
7405	2665	7489
7452	2748	6967
7454	2788	8757
7459	2158	7566
7466	2830	9397
7482	2929	9410
7430	3031	9405
7854	3321	9071
7891	3487	9091
7293	3708	9453
7983	3071	9105
8189	6149	9464
8225	4583	9192
673	6489	6695
225	6519	6498
216	6546	6548
216	6548	7826
314	6582	8598
92	6692	6815
92	6815	8601
206	6877	6833
342	6917	8774
2141	6832	9332
2236	7042	9312
2568	7043	9313
1092	7248	8881
789	7391	7466
1549	7405	7489
509	7459	7566
