nrInnerEdges   energy   significantDigits
40   -3.31331784468625256678819823719   0
176   -3.30884991827794072705160033365   1
736   -3.30765586816165502170861145714   2
3008   -3.29746119596468423296187211236   0
12160   -3.29362414406508063891010351654   2
48896   -3.29444417318609561462494639272   2
196096   -3.2928976630560908844813639007   2
785408   -3.29299488249324445732213462179   3
