293	32	684
35	287	675
28	823	843
819	30	845
82	3	821
124	82	822
821	19	822
822	19	1085
1085	19	1455
82	821	822
124	822	1085
3	151	821
151	200	853
821	151	853
853	200	830
19	830	1316
19	821	853
19	853	830
43	1715	2115
5	1740	2456
1518	2319	2938
1715	109	2077
1738	7	2342
1739	8	2343
2188	851	2887
2189	1086	2888
150	1	1702
109	58	1705
67	2	1703
68	4	1704
142	67	1708
143	68	1709
187	127	1718
188	150	1722
675	287	1749
1702	89	1722
1705	28	1717
1703	43	1708
1704	44	1709
1708	43	1711
1709	44	1712
1711	43	2076
1712	44	2025
1713	142	2026
1718	35	2078
1722	89	1724
1724	89	2075
2061	183	2813
2107	489	2842
2116	188	2129
2132	359	2853
2297	944	2887
2298	945	2888
150	1702	1722
109	1705	1717
67	1703	1708
68	1704	1709
142	1708	1711
143	1709	1712
184	1713	2026
187	1718	2078
188	1722	1724
675	1749	2778
498	2116	2129
1591	2174	2882
1592	2175	2883
1216	2188	2570
1174	2189	2567
851	2297	2887
1086	2298	2888
1	127	1702
2	58	1703
4	59	1704
58	109	1706
59	110	1707
67	142	1710
150	188	1714
127	187	1719
293	684	1756
1702	127	1719
1703	58	1706
1704	59	1707
1706	109	1715
1707	110	1716
1710	142	1713
1714	188	2116
1717	183	2061
1719	187	1721
1756	684	3157
2078	489	2107
2153	1265	2618
2178	1423	3199
2293	1070	3204
2397	1243	2986
89	1702	1719
43	1703	1706
44	1704	1707
43	1706	1715
44	1707	1716
30	1710	1713
32	1714	2116
44	1716	2117
109	1717	2061
89	1719	1721
89	1721	2114
184	2026	2814
187	2078	2107
498	2129	2862
897	2169	3189
898	2170	3190
972	2293	3204
221	2503	2918
152	3227	3920
91	3230	3918
337	3232	5248
290	3234	5249
83	3235	3917
261	3269	5753
77	3283	6153
128	3317	5725
256	3470	5652
573	3502	5665
318	3516	5731
837	3273	6255
889	3328	6271
895	3532	6277
896	3533	6278
913	3554	6325
986	3371	6358
987	3372	6359
1179	3590	6432
843	3609	4060
1601	3677	6215
1602	3678	6216
1565	3739	6158
1566	3740	6159
1669	3747	4955
1654	3796	6475
1655	3797	6476
1698	3857	6493
1176	3858	6494
1311	3614	6254
1315	3623	6258
1317	3625	6260
1318	3626	4811
1353	3654	6283
1354	3655	6284
1278	3656	6285
1369	3665	6292
1383	3670	6297
1384	3671	6298
1386	3673	6300
1387	3674	6301
1253	3701	6320
1254	3702	6321
1392	3741	6346
1393	3742	6347
1286	3747	6348
1335	3771	6364
1336	3772	6365
1371	3793	6382
1372	3794	6383
1177	3878	6443
1538	3884	4831
271	3897	5689
272	3898	5690
454	3967	3373
455	3968	3374
125	4016	6450
126	4017	6451
376	3259	6457
990	4072	5735
991	4073	5736
1002	4076	5737
1003	4077	5738
864	3283	5749
242	4108	5456
482	3973	5657
483	3974	5658
484	3975	5659
820	4178	5783
1155	4232	5798
125	4061	5508
126	4062	5509
781	4276	6487
75	3527	6493
74	4282	6028
95	4294	6027
1723	4431	6552
1878	4457	6572
2237	4543	6634
3060	4642	6511
3172	4656	6550
3085	4675	6517
3089	4677	6518
3220	4748	6551
2760	4638	6583
2746	4656	6589
2704	4691	6611
1682	4804	6081
1255	3521	6112
543	4958	4352
552	4959	4353
74	4964	5964
95	4963	5980
3228	83	3991
3229	102	3993
3232	152	3994
3233	337	5248
3235	290	5249
3259	376	5193
3270	839	5258
3271	840	5259
3283	864	5266
3328	889	5301
3371	986	5339
3372	987	5340
3502	1180	5438
3521	1255	5452
3469	179	5454
3523	235	5455
3553	125	5508
3554	126	5509
3582	539	5581
3590	585	5590
3608	845	4247
3634	1329	5541
3635	1330	5542
3653	1352	5548
3741	1392	5492
3742	1393	5493
3747	1286	5610
3771	1335	5468
3772	1336	5469
3793	1371	5616
3794	1372	5617
3857	1159	5641
3858	1515	5642
3860	1511	5007
3874	1496	5584
3875	1497	5585
3616	1555	5257
3624	1301	5263
3625	1310	4972
3627	1319	5265
3628	1320	4973
3629	1556	5266
3636	1561	5271
3637	1562	5272
3656	1284	5285
3695	1623	5315
3698	1628	5318
3702	1232	5320
3709	1645	5325
3710	1646	5326
3711	1647	5327
3739	1565	5351
3740	1566	5352
3747	1669	5355
3796	1654	5393
3797	1655	5394
3878	1537	4989
3897	394	3558
3898	395	3559
3956	128	5600
3967	273	5691
3968	274	5692
4003	781	4865
4020	659	4880
4021	660	4881
4026	621	4890
3255	599	5705
3908	440	5720
4055	767	4912
3515	195	5724
4081	128	5725
4097	598	5636
3283	77	5642
4107	824	5734
4179	240	5751
4180	241	5752
4076	1002	5784
4077	1003	5785
4072	990	5786
4073	991	5787
3562	1039	5788
4276	1190	5802
3527	852	5804
4282	1720	5805
4289	1752	5809
4294	1767	5811
4323	1859	5818
4329	1868	5822
4487	2426	5900
4431	76	5915
4457	98	5930
4396	654	4558
