lvl,nrDof,nrIterations,time,eta,etaVol,etaJumps,energy,gueb,hMin,hMax,sumL1NormOfJumps,normDiffDiscSolJ1DiscSol
0,1,3,0.043564,6682957.70572266,6682957.12831817,0.577404485976846,-277.829984702914,0,1,1.4142135623731,0.816573255043521,0.235724394306213
1,6,4,0.019435,1437981.44986709,1437980.82314364,0.62672345632523,-504.063564201431,-297.486821794038,0.5,1,1.06255338781361,0.203054641547756
2,17,10,0.008962,413148.029393504,413147.34210194,0.687291564587023,-745.240813177177,-416.617416279318,0.353553390593274,0.707106781186548,1.4456122754166,0.256055127001974
3,28,10,0.004169,162939.247958145,162938.647568257,0.600389887692352,-835.799939705451,-677.822027183858,0.25,0.5,1.48774627826794,0.177434024149096
4,59,33,0.022054,69459.3816466767,69458.9094266311,0.472220045604098,-849.027405928805,-737.682964363967,0.176776695296637,0.5,1.58449787579382,0.148845374448578
5,102,23,0.009331,24758.5606372225,24758.2247770036,0.335860218864249,-883.792444740562,-841.888463115992,0.125,0.353553390593274,1.49260796305516,0.0910545376599863
6,199,63,0.028898,9632.3061250044,9632.045689017,0.260435987414063,-905.423553860439,-877.703414396542,0.0883883476483184,0.25,1.6086170420773,0.0738046479384437
7,326,57,0.035534,4553.73867843645,4553.52540164921,0.213276787228984,-917.961520741128,-898.206329549134,0.0625,0.25,1.75266390367772,0.0619788735392621
8,569,62,0.07944,1883.60834533723,1883.42527619942,0.183069137817125,-932.664146204038,-915.489328309286,0.0441941738241592,0.25,2.02551937987862,0.0571856382188115
9,994,75,0.132722,814.522105283809,814.363656679232,0.158448604576107,-941.557799949459,-926.323745793812,0.0220970869120796,0.25,2.39193163668222,0.0533149506863423
10,1641,113,0.248234,353.836320735456,353.69525191027,0.141068825186024,-946.594751310542,-933.424142029092,0.0220970869120796,0.125,2.80054488878676,0.0488776732370757
11,2753,178,0.79031,150.595237265096,150.476850654372,0.118386610723348,-952.387550312934,-941.671989307412,0.015625,0.125,3.19108919766943,0.0432205132288024
12,4569,326,2.193563,65.3408334132833,65.2436855817955,0.0971478314879006,-958.184352329127,-948.777943387398,0.0110485434560398,0.125,3.56533957815964,0.0395722120247159
13,7759,533,6.365527,28.012907832636,27.9361658991616,0.0767419334743803,-962.05633509445,-954.479810391993,0.0055242717280199,0.0883883476483184,3.80450708297748,0.0344740429550967
14,12858,921,18.780554,12.6464369428418,12.5873653206372,0.0590716222045329,-965.070010753597,-959.873033836815,0.0055242717280199,0.0883883476483184,3.82570476618946,0.0272225440126908
15,22040,1533,57.808341,5.69709385597385,5.65572162849764,0.0413722274762377,-966.428056107255,-963.481803325393,0.00276213586400995,0.0441941738241592,3.4196710735146,0.0187794689112138
16,39232,2411,170.119407,2.59873652012155,2.57079213432077,0.0279443858007989,-967.920254082417,-966.078182704801,0.00276213586400995,0.0441941738241592,3.08136898394747,0.0126922484530445
17,67617,3319,735.256292,1.22507815022508,1.20202087070358,0.0230572795214998,-968.969875371958,-966.834585274995,0.001953125,0.03125,3.78145355240951,0.0124178116273921
18,118641,5432,2860.28153,0.59212380562281,0.569536533493441,0.0225872721293615,-969.761405022874,-967.05291620202,0.00138106793200498,0.03125,5.26755749502655,0.0136513695319384
19,213278,9529,10431.371894,0.289917329833297,0.27071944041359,0.0191978894197071,-970.294766431129,-967.316994285658,0.0009765625,0.0220970869120796,5.99877068780625,0.0124546279034177
20,381595,16964,43687.175367,0.145319020887998,0.129858698588368,0.0154603222996304,-970.700925792822,-967.551300140349,0.000690533966002488,0.015625,6.54555351177924,0.0105410753659029
21,698762,25364,118405.835972,0.0759112826303114,0.0616128507998546,0.0142984318304568,-970.957900687391,-967.765078946344,0.00048828125,0.0110485434560398,7.5091443082035,0.00928846011749951
