lvl,nrDof,nrIterations,time,error4lvl,eta,etaVol,etaJumps,energy,diffDiscExactE,gleb,diffGlebExactE,diffGlebDiscreteE
0,8,55,0.055214,0.767155255919123,24.8355803495602,24.8353700024308,0.000210347129401059,0.000173816346282185,0.294698125960282,-177.121415312987,176.826891003373,177.121589129334
1,34,236,0.058981,0.523563509210914,9.49259636058729,6.49589586623187,2.99670049435541,-0.602455369165764,0.307931059551764,-118.307367726529,118.012843416915,117.704912357363
2,94,1376,0.365882,0.249841677200864,3.44510136111408,2.38182344830467,1.06327791280941,-0.352890694499159,0.0583663848851594,-91.1018028872967,90.8072785776827,90.7489121927975
3,207,1901,0.720245,0.251255190965934,2.41254192749455,1.36269953368528,1.04984239380927,-0.417311036963497,0.122786727349497,-79.3493359229512,79.0548116133372,78.9320248859877
4,385,1414,0.783762,0.186871842559386,1.25198895033424,0.592047725364044,0.659941224970198,-0.382814935261592,0.0882906256475924,-64.8608173215513,64.5662930119373,64.4780023862897
5,1051,5681,6.929352,0.117674908409828,0.674763483123697,0.271862596566646,0.402900886557051,-0.349794264758701,0.0552699551447013,-52.2583039056233,51.9637795960093,51.9085096408646
6,2174,9568,23.638839,0.0849280600267963,0.406587462543216,0.117885441516329,0.288702021026888,-0.33390336410498,0.0393790544909802,-43.0829338828257,42.7884095732117,42.7490305187207
7,4737,13419,80.078922,0.0669339157202899,0.257256231517208,0.0653531012887783,0.19190313022843,-0.318975726282226,0.0244514166682259,-37.0913014351507,36.7967771255367,36.7723257088685
8,9172,16499,206.793051,0.0463193704576704,0.177706850161552,0.0436194831101132,0.13408736705144,-0.312563046258704,0.0180387366447039,-33.7415619448769,33.4470376352629,33.4289988986182
9,17568,18764,502.011476,0.0356752931941677,0.116461586714034,0.0213991462538064,0.0950624404602285,-0.307552345097416,0.0130280354834158,-28.2860906131736,27.9915663035596,27.9785382680762
10,34268,21152,1981.806023,0.0263592566357645,0.0795324868441229,0.0125439915350189,0.0669884953091037,-0.303850217613636,0.00932590799963573,-24.6620491903781,24.3675248807641,24.3581989727644
11,66734,21478,5492.18381,0.0189902757245515,0.0538300598179649,0.00685696211774365,0.0469730977002215,-0.301228841088227,0.00670453147422712,-21.2898757664971,20.9953514568831,20.9886469254089
12,130875,23317,14289.10397,0.013594766252671,0.0374210596067059,0.004775821478338,0.0326452381283688,-0.299248802624319,0.00472449301031852,-19.2764410201612,18.9819167105472,18.9771922175368
13,250941,20000,21791.293694,0.00979458398909607,0.0257142912878998,0.00276781908929685,0.022946472198603,-0.297876113022003,0.0033518034080029,-16.9199130965391,16.6253887869251,16.6220369835171
14,494604,20107,51740.644916,0.00706531699935849,0.0176025960792135,0.0015295483897482,0.0160730476894653,-0.29691985081765,0.0023955412036496,-14.624108279894,14.32958397028,14.3271884290763
15,968795,17938,88155.042055,0.00518029131075753,0.0120350682557865,0.000861501737435152,0.0111735665183514,-0.296204808263845,0.00168049864984465,-12.631584125155,12.337059815541,12.3353793168911
