lvl,nrDof,nrIterations,time,error4lvl,eta,etaVol,etaJumps,energy,gueb,gleb,diffGuebGleb,diffExacEGleb,absDiffDiscExacE,hMin,hMax,sumL1NormOfJumps,normDiffExactSolJ1DiscSol,normDiffDiscSolJ1DiscSol,diffDiscEGleb
0,8,10,0.089605,2.02322387771631,70.2238167376834,70.2238164361233,3.01560067226499e-07,2.63677666091403e-07,3.01116225290386e-07,-1195.47274166925,1195.47274197036,1193.41470724082,2.05803469210167,1,1.4142135623731,3.58050775971104e-07,2.02322391458412,8.45291479293204e-08,1195.47274193292
1,33,156,0.047021,0.791999267711155,27.2724039079279,21.6247132055474,5.64769070238047,-2.91321152570992,3.27560400613195,-597.80991148047,601.085515486602,595.751877052046,0.855177097285922,0.5,1,6.93091908393471,0.860293729313501,1.10304572704128,594.89669995476
2,121,1114,0.452424,0.588535165920252,10.0679351750553,5.39383343386162,4.67410174119365,-2.5781034581116,3.4576561509847,-296.680589524008,300.138245674993,294.622555095584,0.520069029687595,0.25,0.707106781186548,11.3877597315266,0.486651442143122,0.647468824542344,294.102486065896
3,384,4047,2.933261,0.468053883166722,4.22729432406679,1.78162431065955,2.44567001340724,-2.44165871501402,1.43737501218325,-173.268304801263,174.705679813447,171.210270372839,0.383624286590022,0.125,0.5,9.25414843624428,0.370801005401909,0.41768806785598,170.826646086249
4,705,6446,6.698311,0.344205183622431,2.68988255850166,1.02956946247166,1.66031309603,-2.27040333164534,0.142960211323544,-132.105919874141,132.248880085465,130.047885445717,0.212368903221344,0.0883883476483184,0.353553390593274,9.3986902504191,0.255991219930542,0.26209738774351,129.835516542496
5,1426,9614,19.528365,0.250614912255129,1.68026257492765,0.481908226847811,1.19835434807984,-2.19120121415997,-0.700190956256794,-90.4442292975252,89.7440383412684,88.3861948691012,0.133166785735971,0.0625,0.353553390593274,9.54561057720898,0.182462070348935,0.17824962278214,88.2530280833652
6,2642,15993,60.410125,0.210234966181315,1.1121984541744,0.290892811397348,0.821305642777054,-2.16775805535666,-0.79563483247537,-70.621754229817,69.8261193973417,68.563719801393,0.109723626932655,0.0441941738241592,0.353553390593274,9.77532220831621,0.16933346072499,0.12888555757576,68.4539961744604
7,5811,27384,242.086828,0.132527347189391,0.682087936970836,0.13729673989276,0.544791197078076,-2.12356452611495,-1.08685799685119,-49.1466582743508,48.0598002774996,47.0886238459268,0.0655300976909508,0.0220970869120796,0.353553390593274,9.85598058979739,0.104314901949,0.0833474719561645,47.0230937482358
8,11544,46927,858.00236,0.099137218394339,0.464311726387932,0.0923535709169094,0.371958155471023,-2.10506281136323,-1.1773566653336,-40.7498338372708,39.5724771719372,38.6917994088468,0.0470283829392328,0.015625,0.353553390593274,10.1098698050884,0.0794100377899705,0.0581964510872184,38.6447710259076
9,23404,71019,3237.800708,0.0685572627901008,0.314309303046894,0.0653559306418005,0.248953372405093,-2.0898244817579,-1.25024610113156,-34.622212386542,33.3719662854104,32.564177958118,0.0317900533339048,0.0078125,0.25,10.1827846551937,0.0556262922785053,0.0392299991609759,32.5323879047841
10,44945,97996,12582.372703,0.0508945503636099,0.212646501410148,0.0287410421412926,0.183905459268853,-2.08174678860525,-1.29321130972209,-23.6590237311541,22.365812421432,21.6009893027301,0.0237123601812494,0.0055242717280199,0.25,10.3766491879788,0.0417632110905721,0.0282980731995601,21.5772769425488
11,88999,125281,28379.152195,0.0372883774582031,0.147318785866555,0.0191382578892767,0.128180527977277,-2.07479573369167,-1.250663215347,-19.6730989847213,18.4224357693743,17.6150645562973,0.0167613052676674,0.00390625,0.25,10.3657322205315,0.0307906996770554,0.0203467512512122,17.5983032510296
12,172611,155594,68509.589728,0.0297066603939408,0.102629683580864,0.00920973880221234,0.0934199447786518,-2.07065243189236,-1.29845917089397,-14.2786868242565,12.9802276533625,12.2206523958325,0.0126180034683592,0.00276213586400995,0.25,10.5178420481487,0.0255903959316221,0.0146644551919499,12.2080343923641
