lvl,nrDof,nrIterations,time,eta,etaVol,etaJumps,energy
0,8,81,0.055707,1343.39452570415,1343.00773494724,0.386790756902276,-32.7925330191331
1,40,138,0.047077,213.616751788973,211.270006101069,2.34674568790437,-38.0892598195562
2,176,133,0.055273,28.1477336298502,26.7482650918538,1.39946853799646,-42.1182927432323
3,736,224,0.225381,4.17492540196545,3.41978501997324,0.75514038199221,-44.1235570112861
4,3008,444,1.536676,0.837648493254677,0.447178155151059,0.390470338103619,-45.1220288634177
5,12160,1410,20.123498,0.259268562902656,0.0609643138695774,0.198304249033079,-45.6188782872856
6,48896,4335,600.868228,0.108795540586948,0.00889375757219405,0.0999017830147538,-45.8666544674736
7,196096,12757,12059.615979,0.0516593168527601,0.00140902305641752,0.0502502937963426,-45.9888691796103
8,785408,33928,113607.368901,0.0253757203970286,0.00025184834804085,0.0251238720489877,-46.0490132231287
