nrInnerEdges   energy   significantDigits
40   -0.299766768101936975643440064232   0
176   -0.291777960637048638936619227024   2
736   -0.294139707537396100089921446852   2
3008   -0.294337910007321124084000985022   3
12160   -0.294541107394791057405569745242   3
48896   -0.294420467210603664653945088503   3
196096   -0.294537627166463311656485757339   3
785408   -0.294513645073727903245242032426   4
3143680   -0.294529091456778635560453949438   4
