1	66
66	245
245	21
21	2580
2580	131
131	415
415	68
68	3278
3278	407
407	1252
1252	133
133	1236
1236	416
416	1253
1253	5
5	1528
1528	507
507	1613
1613	161
161	1541
1541	533
533	4720
4720	59
59	511
511	167
167	1437
1437	12
12	501
501	97
97	2
2	92
92	814
814	14
14	2600
2600	145
145	1000
1000	40
40	3193
3193	461
461	1345
1345	139
139	1393
1393	445
445	1342
1342	7
7	1397
1397	465
465	1347
1347	147
147	1395
1395	449
449	3190
3190	44
44	463
463	141
141	2579
2579	22
22	236
236	94
94	3
3	83
83	813
813	34
34	1436
1436	160
160	532
532	52
52	4718
4718	510
510	1615
1615	166
166	1543
1543	535
535	1618
1618	9
9	1529
1529	508
508	1614
1614	162
162	1542
1542	534
534	4721
4721	60
60	512
512	168
168	1438
1438	13
13	502
502	98
98	4
4	93
93	815
815	15
15	2601
2601	146
146	1001
1001	41
41	3194
3194	462
462	1346
1346	140
140	1394
1394	446
446	1343
1343	8
8	1398
1398	466
466	1348
1348	148
148	1396
1396	450
450	3191
3191	45
45	464
464	142
142	999
999	23
23	332
332	74
74	1
