lvl,nrDof,nrIterations,time,error4lvl,eta,etaVol,etaJumps,energy,gueb,gleb,diffGuebGleb,diffExacEGleb,absDiffDiscExacE,hMin,hMax,sumL1NormOfJumps,normDiffExactSolJ1DiscSol,normDiffDiscSolJ1DiscSol,diffDiscEGleb
0,8,8,0.05665,2.02321860079831,70.2238125948684,70.2237993323764,1.32624919661018e-05,8.22037837380302e-06,9.38782165461513e-06,-1195.47258812758,1195.4725975154,1193.41455369915,2.05804264880237,1,1.4142135623731,1.11690381735973e-05,2.02321975018531,2.63527899091559e-06,1195.47259634795
1,33,122,0.053967,0.791822565363814,35.3591623251742,21.6249121272109,13.7342501979633,-2.91320039462331,3.27492058181541,-597.812636514435,601.08755709625,595.754602086011,0.855165966199313,0.5,1,6.93006688189019,0.860166143998123,1.1028985290513,594.899436119811
2,100,593,0.214823,0.55580886336443,27.6763851613808,8.97530265353753,18.7010825078433,-2.4870582241538,2.78741855739576,-384.9020706919,387.689489249295,382.844036263476,0.429023795729801,0.25,0.707106781186548,9.49430751319035,0.539259257816169,0.609602852857722,382.415012467746
3,225,1475,0.761646,0.500475686253759,24.0778522570207,3.67528844941945,20.4025638076012,-2.56550706774032,2.30895051678589,-248.128079017411,250.437029534197,246.070044588987,0.507472639316317,0.125,0.5,10.3870456677729,0.425841311794578,0.508209991632021,245.56257194967
4,456,2128,1.582489,0.386236338061801,22.0214163243277,1.69574951878097,20.3256668055467,-2.35726114020682,0.99236640908731,-168.35714885566,169.349515264748,166.299114427236,0.299226711782823,0.125,0.5,10.3933769209173,0.279585944902203,0.31887626729615,165.999887715454
5,1086,4236,6.291687,0.259100865018427,20.7791859492432,0.847828167687042,19.9313577815562,-2.22550067088919,-0.40577609496632,-119.324379517318,118.918603422352,117.266345088894,0.16746624246519,0.0625,0.353553390593274,10.241668397886,0.198466350620217,0.193163002045314,117.098878846429
6,2327,7801,24.141722,0.190455226236184,20.1280722069594,0.554403141924144,19.5736690650353,-2.16228339714112,-0.551326305452999,-96.7811639771666,96.2298376717136,94.7231295487426,0.10424896871712,0.03125,0.353553390593274,10.1030238137975,0.150812265832047,0.130819819375597,94.6188805800254
7,5235,11743,84.5896,0.124263527718847,19.5043288886059,0.326313632702055,19.1780152559038,-2.12077153099731,-0.976787381297394,-74.6969266724043,73.7201392911069,72.6388922439803,0.0627371025733079,0.015625,0.353553390593274,9.9449280991541,0.0930999534089756,0.0839192855276734,72.576155141407
8,11439,15320,243.35299,0.0863807350215924,19.7967397514954,0.255221930926751,19.5415178205689,-2.10221358666319,-1.10796705973163,-66.2372314480727,65.1292643883411,64.1791970196487,0.0441791582391899,0.0110485434560398,0.353553390593274,10.1784908034001,0.0671483338853066,0.0536090619863907,64.1350178614095
9,25004,21184,739.831051,0.0597223561179685,19.5618696880893,0.193488905411834,19.3683807826774,-2.08769745948178,-1.22526518705595,-57.9467792200932,56.7215140330373,55.8887447916692,0.0296630310577775,0.0055242717280199,0.353553390593274,10.1316326799992,0.0483433647281107,0.0347170461106947,55.8590817606114
10,56742,25999,2264.416252,0.0457125650755552,19.5309311182166,0.154973176564126,19.3759579416525,-2.07857653043427,-1.26910605760396,-52.1030015980829,50.8338955404789,50.0449671696589,0.020542102010269,0.00390625,0.353553390593274,10.1786513679331,0.0391063037578509,0.0232289664644481,50.0244250676486
11,126755,28738,8839.672356,0.0298880381285503,19.2830639444126,0.120466464805615,19.1625974796075,-2.07169364442507,-1.36797518547552,-46.1788165373611,44.8108413518856,44.1207821089371,0.0136592160010713,0.001953125,0.353553390593274,10.1087913086332,0.0257931878319979,0.0148792341716256,44.107122892936
12,284540,31954,24422.347208,0.0194179358800953,18.8087094231712,0.0761628001096144,18.7325466230616,-2.06712700976961,-1.45223069165415,-37.1607556842002,35.7085249925461,35.1027212557762,0.00909258134561375,0.00138106793200498,0.353553390593274,9.92275828119077,0.0167793964319704,0.00958926724300319,35.0936286744306
13,640827,32321,62278.722629,0.0128660708364687,18.2666112539224,0.056076814799368,18.210534439123,-2.06405656371388,-1.54545782190164,-32.1861152209261,30.6406573990245,30.1280807925021,0.00602213528987994,0.0009765625,0.25,9.6861288150389,0.0112972204361334,0.00603393957417884,30.1220586572122
