x	y
8.000000	72.000000
33.000000	242.000000
115.000000	1539.000000
332.000000	1966.000000
623.000000	2695.000000
1210.000000	4446.000000
2423.000000	9447.000000
4980.000000	12849.000000
10000.000000	18373.000000
20360.000000	30526.000000
38699.000000	39280.000000
74634.000000	53858.000000
