x	y
1.000000	0.381469553919
6.000000	0.302152619752
14.000000	0.696189987024
28.000000	0.542472665271
58.000000	0.619885870521
94.000000	0.478210881427
173.000000	0.335851379589
278.000000	0.273070166695
466.000000	0.241273263131
885.000000	0.203071381821
1434.000000	0.183573696323
2389.000000	0.153943753099
3765.000000	0.124061302748
6048.000000	0.101283461232
9873.000000	0.082376238660
16280.000000	0.064437909559
25057.000000	0.052257125568
41380.000000	0.040352876003
71595.000000	0.030971409085
117692.000000	0.025672426067
207277.000000	0.020661612755
362988.000000	0.016028137410
645788.000000	0.013265042304
