x	y
1.000000	4682826.302156521939
6.000000	2003048.830238912255
14.000000	890276.292603088077
28.000000	249556.121805584931
58.000000	94256.652391844153
94.000000	38566.313472468129
173.000000	15939.352618708323
278.000000	7024.369641827947
466.000000	3617.016736610656
885.000000	1472.429049574304
1434.000000	668.204944535621
2389.000000	313.047894500655
3765.000000	134.637157155148
6048.000000	59.845552484216
9873.000000	26.787696972738
16280.000000	12.746351167382
25057.000000	5.920016818042
41380.000000	2.693664366557
71595.000000	1.241907326490
117692.000000	0.589637212464
207277.000000	0.284973039421
362988.000000	0.135484551976
645788.000000	0.065367313262
