x	y
1.000000	-20.000752628917
6.000000	-105.329816055349
17.000000	-72.768608420076
28.000000	-72.437446225215
58.000000	-97.691243169350
99.000000	-97.799629197121
175.000000	-85.239973466781
272.000000	-81.873085318111
486.000000	-84.116365025139
951.000000	-89.326283083259
1553.000000	-89.076102705553
