lvl,nrDof,nrIterations,time,error4lvl,eta,etaVol,etaJumps,energy,gleb,diffGlebExactE
0,8,63,0.078757,2.02322507144511,77.0221730595297,77.0221540295232,1.90300065300554e-05,3.36480760100107e-05,-11268.7778028202,11266.7197517302
1,40,324,0.167188,0.818548329602653,24.3585917308155,17.4505428245676,6.90804890624794,-2.73571569294131,-7154.23327055781,7152.17521946781
2,176,2181,1.353827,0.588211028271416,8.41350172164482,4.11294976497841,4.3005519566664,-2.54888201200443,-4892.81997885626,4890.76192776626
3,736,10362,13.113459,0.409688628433241,3.29419824352502,1.0374840640259,2.25671417949913,-2.34647904041876,-3474.09633050468,3472.03827941468
4,3008,28108,128.020215,0.217901554960941,1.33710097849876,0.263614375437442,1.07348660306131,-2.18714416945136,-2475.03301204766,2472.97496095766
5,12156,71981,1314.402009,0.113052497350489,0.589718657112264,0.0665878505659548,0.523130806546309,-2.1196050804492,-1758.40513846524,1756.34708737524
6,48876,153532,19254.044803,0.0594819574946626,0.281882833613232,0.0166977264765222,0.265185107136709,-2.08966580907718,-1245.94673459987,1243.88868350987
7,195440,160443,97748.585056,0.0320082709175207,0.137899504275632,0.00418200195454336,0.133717502321089,-2.07414954025609,-882.249172391799,880.191121301799
