geometry,polygonMesh,initialRefinementLevel,useProlongation,inSiGradientKnown,exactSolutionKnown,uExact,useExactEnergy,exactEnergy,degree4Integrate,showPlots,figVisible,plotModeGrayscale,showProgress,plotGivenFunctions,refinementLevel4Plots,debugIfError,expName,dirInfoName,u0Mode,f,gradF,benchmark
BigSquare,0,0,1,1,1,,1,-20580.340764383,10,0,off,0,1,1,9,0,standard,f01Alpha1e4,zeros,,,standard_f01Alpha1e4
