1659	536	3481
532	1659	3481
1659	1	1664
536	1659	1664
4585	1661	4593
1665	4585	4593
92	4585	4590
4585	1665	4590
4586	536	4591
1665	4586	4591
1661	4586	4593
4586	1665	4593
1661	532	3481
3481	536	4586
1661	3481	4586
1660	532	1669
537	1660	1669
83	1660	1667
1660	537	1667
532	1661	1669
1669	1661	4587
537	1669	4587
3482	537	4587
1661	3482	4587
92	3482	4585
3482	1661	4585
953	3822	3850
3822	980	3850
250	980	3822
3823	953	3850
980	3823	3850
271	3823	3849
3823	980	3849
27	2023	2024
2023	977	2024
2023	953	3843
977	2023	3843
3823	271	3842
977	3823	3842
953	3823	3843
3823	977	3843
978	954	3824
3824	92	3844
978	3824	3844
271	3826	3845
3826	978	3845
954	978	3826
980	250	3825
3825	954	3851
980	3825	3851
3826	271	3849
980	3826	3849
954	3826	3851
3826	980	3851
1370	83	1667
537	1370	1667
250	4265	4594
4265	1668	4594
1370	1668	4265
1370	537	1668
3482	92	3824
954	3482	3824
537	3482	3827
3482	954	3827
3825	250	4594
1668	3825	4594
954	3825	4595
3825	1668	4595
1668	537	3827
3827	954	4595
1668	3827	4595
1469	83	1484
371	1469	1484
365	1469	1486
1469	371	1486
1470	365	1486
371	1470	1486
94	1470	1485
1470	371	1485
1468	365	1483
370	1468	1483
21	1468	1480
1468	370	1480
1470	94	1481
370	1470	1481
365	1470	1483
1470	370	1483
3410	250	3828
955	3410	3828
371	3410	3829
3410	955	3829
955	94	1485
1485	371	3829
955	1485	3829
83	1370	1484
1484	1370	4266
371	1484	4266
3410	371	4266
1370	3410	4266
250	3410	4265
3410	1370	4265
982	250	3822
953	982	3822
953	275	982
2023	27	4276
1388	2023	4276
1388	953	2023
275	953	1388
982	955	3828
250	982	3828
275	955	982
94	955	981
955	275	981
1389	4277	4846
4277	1851	4846
85	1851	4277
4279	1389	4846
1851	4279	4846
726	4279	4845
4279	1851	4845
1852	276	4278
4278	1389	4848
1852	4278	4848
4279	726	4847
1852	4279	4847
1389	4279	4848
4279	1852	4848
726	3623	4281
3623	1391	4281
254	1391	3623
1391	276	1852
726	4281	4847
4281	1852	4847
1391	1852	4281
1374	94	1390
276	1374	1390
254	1374	1391
1374	276	1391
1480	1373	4267
21	1480	4267
370	1373	1480
1482	254	4268
1373	1482	4268
1373	370	1482
1374	254	1482
370	1374	1482
94	1374	1481
1374	370	1481
1392	255	1857
729	1392	1857
276	1392	1859
1392	729	1859
1859	1389	4278
276	1859	4278
1859	729	4280
1389	1859	4280
4277	1389	4862
1856	4277	4862
85	4277	4859
4277	1856	4859
4280	729	4860
1856	4280	4860
1389	4280	4862
4280	1856	4862
958	276	1390
94	958	1390
958	255	1392
276	958	1392
728	275	1388
1854	1388	4276
4276	27	4853
1854	4276	4853
728	1388	1854
255	2147	2518
2147	728	2518
275	728	2147
958	275	2147
255	958	2147
958	94	981
275	958	981
93	1311	1372
1311	253	1372
10	253	1311
274	3393	3622
3393	725	3622
253	725	3393
738	725	1850
1850	85	1871
738	1850	1871
274	3622	3631
3622	738	3631
725	738	3622
93	1372	1387
1372	274	1387
1372	253	3393
274	1372	3393
1869	1854	4853
4853	27	4867
1869	4853	4867
736	4854	4868
4854	1869	4868
1854	1869	4854
728	1854	1870
1870	1854	4854
4854	736	4870
1870	4854	4870
3627	273	4855
1855	3627	4855
736	3627	4857
3627	1855	4857
1855	4856	4871
4856	1870	4871
728	1870	4856
4857	1855	4871
1870	4857	4871
736	4857	4870
4857	1870	4870
255	2518	2524
2518	737	2524
2518	728	3630
737	2518	3630
3630	728	4856
1855	3630	4856
737	3630	4858
3630	1855	4858
3629	737	4858
1855	3629	4858
273	3629	4855
3629	1855	4855
2145	93	2519
730	2145	2519
273	2145	2520
2145	730	2520
737	2525	3348
2525	1860	3348
730	1860	2525
2524	737	3348
1860	2524	3348
255	2524	3347
2524	1860	3347
2520	737	3629
273	2520	3629
2520	730	2525
737	2520	2525
729	1857	1874
1857	739	1874
1857	255	2526
739	1857	2526
1874	1858	4863
729	1874	4863
739	1858	1874
274	1858	1873
1858	739	1873
4860	729	4872
1872	4860	4872
1856	4860	4873
4860	1872	4873
1872	738	4861
4861	1856	4873
1872	4861	4873
1871	85	4859
1856	1871	4859
1871	1856	4861
738	1871	4861
4863	1858	4874
1872	4863	4874
729	4863	4872
4863	1872	4872
1858	4864	4874
4864	1872	4874
738	1872	4864
1858	274	3631
3631	738	4864
1858	3631	4864
1860	739	2526
2526	255	3347
1860	2526	3347
1860	730	1875
739	1860	1875
1861	274	1873
739	1861	1873
730	1861	1875
1861	739	1875
1387	730	2519
93	1387	2519
1387	274	1861
730	1387	1861
2125	251	2153
281	2125	2153
84	2125	2151
2125	281	2151
2153	251	2511
723	2153	2511
281	2153	2512
2153	723	2512
2152	281	2512
723	2152	2512
97	2152	2510
2152	723	2510
2324	97	2510
723	2324	2510
538	2324	2513
2324	723	2513
2325	538	2513
723	2325	2513
251	2325	2511
2325	723	2511
3483	538	3620
722	3483	3620
21	3483	3619
3483	722	3619
2325	722	3620
538	2325	3620
251	722	2325
2154	252	2776
956	2154	2776
281	2154	2777
2154	956	2777
956	84	2151
2151	281	2777
956	2151	2777
1371	281	2152
97	1371	2152
252	2154	3228
2154	1371	3228
281	1371	2154
2529	28	5331
2514	2529	5331
2529	2514	5334
741	2529	5334
3634	741	5334
2514	3634	5334
724	3634	5332
3634	2514	5332
2516	741	3634
724	2516	3634
280	741	2516
3621	252	4284
1396	3621	4284
724	3621	4285
3621	1396	4285
280	2516	3230
2516	1396	3230
2516	724	4285
1396	2516	4285
1371	97	1395
3229	1395	4282
280	3229	4282
1371	1395	3229
3228	1396	4284
252	3228	4284
3228	1371	3231
1396	3228	3231
3229	280	3230
1396	3229	3230
1371	3229	3231
3229	1396	3231
2190	84	2195
373	2190	2195
366	2190	2196
2190	373	2196
95	1099	1102
1099	373	1102
1099	366	2196
373	1099	2196
2189	366	2194
372	2189	2194
7	2189	2193
2189	372	2193
1099	372	2194
366	1099	2194
1099	95	1100
372	1099	1100
1102	957	3830
95	1102	3830
373	957	1102
252	2779	2954
2779	1103	2954
957	1103	2779
957	373	1103
373	2195	2778
2195	956	2778
84	956	2195
2776	252	2954
1103	2776	2954
956	2776	2955
2776	1103	2955
1103	373	2778
2778	956	2955
1103	2778	2955
3856	724	5335
2515	3856	5335
984	3856	5336
3856	2515	5336
2515	277	3855
3855	984	5336
2515	3855	5336
3621	724	3856
984	3621	3856
252	3621	3854
3621	984	3854
3633	724	5332
2514	3633	5332
740	3633	5333
3633	2514	5333
3632	740	5333
2514	3632	5333
28	3632	5331
3632	2514	5331
277	2515	2527
2515	740	2527
724	3633	5335
3633	2515	5335
740	2515	3633
984	957	2779
2779	252	3854
984	2779	3854
277	3831	3855
3831	984	3855
957	984	3831
3830	957	3853
983	3830	3853
95	3830	3852
3830	983	3852
957	3831	3853
3831	983	3853
277	983	3831
725	279	1394
1394	85	1850
725	1394	1850
253	279	725
253	96	279
10	96	253
732	279	2150
2150	256	2522
732	2150	2522
85	1394	1864
1394	732	1864
279	732	1394
279	96	1375
1375	256	2150
279	1375	2150
731	278	2149
2149	28	2521
731	2149	2521
256	1393	1862
1393	731	1862
278	731	1393
256	1375	1393
1375	278	1393
96	278	1375
727	97	2324
2324	538	3625
727	2324	3625
3484	254	3624
727	3484	3624
538	3484	3625
3484	727	3625
3483	21	4267
1373	3483	4267
538	3483	4269
3483	1373	4269
3484	538	4269
1373	3484	4269
254	3484	4268
3484	1373	4268
1851	85	1879
743	1851	1879
1880	726	4845
1851	1880	4845
1851	743	1880
3635	282	4849
1853	3635	4849
743	3635	4851
3635	1853	4851
1880	1853	4850
726	1880	4850
1880	743	4851
1853	1880	4851
744	254	3623
3623	726	3637
744	3623	3637
3637	726	4850
1853	3637	4850
744	3637	4852
3637	1853	4852
3636	744	4852
1853	3636	4852
282	3636	4849
3636	1853	4849
985	727	2517
2517	282	2784
985	2517	2784
97	727	985
744	727	3624
254	744	3624
2517	744	3636
282	2517	3636
727	744	2517
2521	28	2529
741	2521	2529
731	2521	2530
2521	741	2530
741	280	1863
1863	731	2530
741	1863	2530
1862	731	1878
742	1862	1878
256	1862	1876
1862	742	1876
1863	280	1877
742	1863	1877
731	1863	1878
1863	742	1878
1395	97	1865
1865	733	4283
1395	1865	4283
4282	1395	4866
1866	4282	4866
280	4282	4865
4282	1866	4865
1395	4283	4866
4283	1866	4866
733	1866	4283
742	733	1295
1295	256	1876
742	1295	1876
1877	280	4865
1866	1877	4865
1866	742	1877
733	742	1866
85	1864	1879
1864	743	1879
732	743	1864
743	732	2523
2523	282	3635
