lvl,nrDof,nrIterations,time,eta,etaVol,etaJumps,energy
0,8,120,0.143457,1343.3392503123,1343.08008302918,0.259167283112884,-32.7928319329717
1,40,235,0.148407,213.616679111456,211.269832442499,2.34684666895737,-38.0897217545255
2,176,193,0.13161,28.1478520457439,26.7482355531711,1.3996164925728,-42.1185160934216
3,736,962,1.257169,4.17480363833196,3.41972893220576,0.755074706126193,-44.124022480581
4,3008,717,3.888898,0.837655835418907,0.44718344341478,0.390472392004128,-45.1220912149652
5,12160,2047,42.00872,0.259284508610904,0.0609676653971835,0.198316843213722,-45.6188979891241
6,48896,6774,1104.813505,0.108842711880784,0.00889428500203809,0.099948426878745,-45.8666599042114
7,196096,22447,21372.234125,0.0517340196732321,0.00140919859995139,0.0503248210732807,-45.9888804800037
