1 25 24
25 1 2
2 26 25
26 2 3
3 27 26
27 3 4
4 28 27
28 4 5
5 29 28
29 5 6
6 30 29
30 6 7
7 31 30
31 7 8
8 10 31
10 8 9
11 31 10
31 11 12
12 30 31
30 12 13
13 29 30
29 13 14
14 28 29
28 14 15
15 27 28
27 15 16
16 26 27
26 16 17
17 25 26
25 17 18
18 24 25
24 18 19
19 23 24
23 19 20
20 22 23
22 20 21
