lvl,nrDof,nrIterations,time,error4lvl,eta,etaVol,etaJumps,energy,gueb,gleb,diffGuebGleb,diffExacEGleb,absDiffDiscExacE,hMin,hMax,sumL1NormOfJumps,normDiffExactSolJ1DiscSol,normDiffDiscSolJ1DiscSol,diffDiscEGleb
0,8,7,0.078897,2.02319361193826,70.223770959394,70.223718335502,5.26238919782689e-05,4.58984185786855e-05,5.24193381454877e-05,-1195.47186101396,1195.47191343329,1193.41382658553,2.05808032684258,1,1.4142135623731,6.24178788410531e-05,2.0232000291989,1.47134053415245e-05,1195.47190691237
1,33,88,0.027376,0.789965423625821,27.2668484677589,21.6270761691876,5.63977229857129,-2.91307056956694,3.26766810621336,-597.84227224722,601.109940353434,595.784237818796,0.855036141142941,0.5,1,6.92113874027597,0.858794562571939,1.10137163939078,594.929201677653
2,121,510,0.160031,0.584977940947381,10.047502028868,5.39573532204863,4.65176670681942,-2.57802871796211,3.45491230449237,-296.732361096159,300.187273400652,294.674326667735,0.519994289538113,0.25,0.707106781186548,11.3235540721346,0.486385003544872,0.643813207525213,294.154332378197
3,384,1123,0.700667,0.463540492371371,4.21777116532844,1.781857352408,2.43591381292045,-2.44151138064669,1.36195473668016,-173.279329417774,174.641284154454,171.22129498935,0.383476952222688,0.125,0.5,9.20587751064695,0.367023892294855,0.414556315715349,170.837818037127
4,705,1031,1.085043,0.333984222666914,2.64839418815224,1.0297948359556,1.61859935219663,-2.27000700745795,0.0531495710259655,-132.119733315591,132.172882886617,130.061698887167,0.211972579033949,0.0883883476483184,0.353553390593274,9.13656404314249,0.251027319628956,0.252164093515738,129.849726308133
5,1405,1734,3.254627,0.245690954764285,1.65738857814158,0.482457293004944,1.17493128513664,-2.19173656566381,-0.757271709705984,-90.4937945826181,89.7365228729121,88.4357601541941,0.13370213723981,0.0625,0.353553390593274,9.19336254194618,0.181072741982453,0.172524694790922,88.3020580169543
6,2597,2478,8.8119,0.198480927293654,1.07811835516057,0.297450325996037,0.780668029164537,-2.16768897279659,-0.916121358777147,-71.4224293950691,70.506308036292,69.3643949666451,0.109654544372592,0.0441941738241592,0.353553390593274,9.15934188789621,0.160795220344829,0.120706632052329,69.2547404222725
7,5721,2792,23.026947,0.121244249488844,0.626270980733422,0.131941108735566,0.494329871997858,-2.12319306539711,-1.16033619312287,-48.2522297578583,47.0918935647354,46.1941953294343,0.065158636973107,0.0220970869120796,0.353553390593274,8.80572025777951,0.0963095578905332,0.0749954345278964,46.1290366924612
8,11620,2957,55.225995,0.0835782785040781,0.420631872323476,0.0830833277874001,0.337548544536076,-2.10310053864089,-1.41237408396495,-38.7931993519839,37.380825268019,36.7351649235599,0.0450661102168932,0.015625,0.25,9.02663056759845,0.0675484170333793,0.0493399501774229,36.690098813343
9,23457,3029,127.127522,0.0535372091257304,0.265372353107052,0.048256383697923,0.217115969409128,-2.08839085571279,-1.58607284720262,-30.042303653203,28.4562308060004,27.984269224779,0.03035642728879,0.0110485434560398,0.25,8.57597479097781,0.0442557335691684,0.0302138060914841,27.9539127974902
10,46808,3333,467.251627,0.0380220000777741,0.17400347062523,0.0287950574135076,0.145208413211722,-2.0792601713249,-1.69785949223292,-23.6744243651082,21.9765648728753,21.6163899366842,0.0212257429009006,0.0055242717280199,0.25,8.32371314523513,0.0323704250894191,0.0199211072682355,21.5951641937833
11,92723,3587,1074.657406,0.0242537554793746,0.109104891495407,0.0162395711601942,0.0928653203352114,-2.0720576812285,-1.78683212873018,-18.2858384877567,16.4990063590265,16.2278040593327,0.0140232528044986,0.0055242717280199,0.25,7.59795462301104,0.0206138280018325,0.0127372017485624,16.2137808065282
12,175747,3848,2446.568616,0.0166470460086515,0.0680140650112148,0.00844460734939879,0.059569457661816,-2.06726238761477,-1.85398325660601,-13.7581445603042,11.9041613036982,11.7001101318802,0.0092279591907718,0.00276213586400995,0.25,6.80577063486895,0.0144945924780115,0.00811946200757203,11.6908821726895
13,342675,2898,4150.319353,0.00934490732940474,0.0331976557089676,0.00496854658621111,0.0282291091227565,-2.06281600162263,-1.94302020693803,-11.0304285578793,9.08740835094124,8.97239412945527,0.00478157319862893,0.001953125,0.25,4.55230033426755,0.00842780135389466,0.00400683140697859,8.96761255625664
14,637955,729,2279.200741,0.00480519841208469,0.00868781223456414,0.00244508488990191,0.00624272734466223,-2.05899684123769,-2.02616188655701,-8.35044855531575,6.32428666875873,6.29241412689175,0.000962412813689806,0.00138106793200498,0.25,1.36552488144457,0.00470062712793493,0.000964570361612554,6.29145171407806
15,1125239,322,1891.619482,0.00427649777773763,0.00310580163454974,0.00107320806673422,0.00203259356781551,-2.05818715856224,-2.04753700785548,-6.22622160131994,4.17868459346446,4.16818717289594,0.000152730138244461,0.0009765625,0.25,0.576647502119251,0.00426090949075095,0.000316971858753565,4.16803444275769
