lvl,nrDof,nrIterations,time,error4lvl,eta,etaVol,etaJumps,energy,diffDiscExactE,gleb,diffGlebExactE,diffGlebDiscreteE
0,8,55,0.081586,0.767155255919123,24.8355803495602,24.8353700024308,0.000210347129401059,0.000173816346282185,0.294698125960282,-177.121415312987,176.826891003373,177.121589129334
1,34,236,0.08833,0.523563509210914,9.49259636058729,6.49589586623187,2.99670049435541,-0.602455369165764,0.307931059551764,-118.307367726529,118.012843416915,117.704912357363
2,94,1376,0.413716,0.249841677200864,3.44510136111408,2.38182344830467,1.06327791280941,-0.352890694499159,0.0583663848851594,-91.1018028872967,90.8072785776827,90.7489121927975
3,207,1901,0.836664,0.251255190965934,2.41254192749455,1.36269953368528,1.04984239380927,-0.417311036963497,0.122786727349497,-79.3493359229512,79.0548116133372,78.9320248859877
4,385,1414,0.832529,0.186871842559386,1.25198895033424,0.592047725364044,0.659941224970198,-0.382814935261592,0.0882906256475924,-64.8608173215513,64.5662930119373,64.4780023862897
5,1051,5681,7.63843,0.117674908409828,0.674763483123697,0.271862596566646,0.402900886557051,-0.349794264758701,0.0552699551447013,-52.2583039056233,51.9637795960093,51.9085096408646
6,2174,9568,27.849273,0.0849280600267963,0.406587462543216,0.117885441516329,0.288702021026888,-0.33390336410498,0.0393790544909802,-43.0829338828257,42.7884095732117,42.7490305187207
7,4737,13419,102.171459,0.0669339157202899,0.257256231517208,0.0653531012887783,0.19190313022843,-0.318975726282226,0.0244514166682259,-37.0913014351507,36.7967771255367,36.7723257088685
8,9172,16499,232.497956,0.0463193704576704,0.177706850161552,0.0436194831101132,0.13408736705144,-0.312563046258704,0.0180387366447039,-33.7415619448769,33.4470376352629,33.4289988986182
9,17568,18764,542.060248,0.0356752931941677,0.116461586714034,0.0213991462538064,0.0950624404602285,-0.307552345097416,0.0130280354834158,-28.2860906131736,27.9915663035596,27.9785382680762
10,34268,21152,2049.960833,0.0263592566357645,0.0795324868441229,0.0125439915350189,0.0669884953091037,-0.303850217613636,0.00932590799963573,-24.6620491903781,24.3675248807641,24.3581989727644
